	sentence_index	TEXT	LABEL	SPLITSET_LABEL
8852	8853	somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g i jane	0.29167	2
8853	8854	the cast is so low wattage that none of the characters comes off as big and the setting remains indistinct	0.25	2
8854	8855	consider the title 's clunk on the head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept	0.20833	2
8855	8856	the movie quickly drags on becoming boring and predictable	0.23611	2
8856	8857	i tried to read the time on my watch	0.375	2
8857	8858	the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history war , revolution , communism , etc	0.13889	2
8858	8859	johnson has , in his first film , set himself a task he is not nearly up to	0.5	2
8859	8860	ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` what 's the point ? '	0.31944	2
8860	8861	the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect	0.33333	2
8861	8862	the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing	0.23611	2
8862	8863	the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain it has a dull , costumey feel	0.15278	2
8863	8864	once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care	0.27778	2
8864	8865	there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought	0.26389	2
8865	8866	it seems just a long , convoluted ploy to get men into drag period drag , no less	0.47222	2
8866	8867	the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in , but the film must have been written in the thrall of a vicious hangover	0.29167	2
8867	8868	even by dumb action movie standards , ballistic ecks vs sever is a dumb action movie	0.125	2
8868	8869	the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes	0.26389	2
8869	8870	just a bloody mess	0.22222	2
8870	8871	creepy but ultimately unsatisfying thriller	0.27778	2
8871	8872	you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano domingo production	0.33333	2
8872	8873	has something to say but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller	0.47222	2
8873	8874	bears is bad	0.25	2
8874	8875	not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad	0.22222	2
8875	8876	as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious	0.41667	2
8876	8877	george , hire a real director and good writers for the next installment , please	0.23611	2
8877	8878	for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry	0.29167	2
8878	8879	however clever nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release	0.48611	2
8879	8880	extreme oops oops , ops , no matter how you spell it , it 's still a mistake to go see it	0.20833	2
8880	8881	what could and should have been biting and droll is instead a tepid waste of time and talent	0.22222	2
8881	8882	what will , most likely , turn out to be the most repellent movie of 2002	0.13889	2
8882	8883	too dull to enjoy	0.20833	2
8883	8884	a morality tale whose thought provoking potential is hampered by a made for tv look , rigid performances and an asinine ` twist ' that brazenly rips off the sixth sense	0.40278	2
8884	8885	here 's a self congratulatory 3d imax rah rah	0.27778	2
8885	8886	eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work	0.81944	2
8886	8887	but even a hero can stumble sometimes	0.33333	2
8887	8888	a sophomoric exploration of ` life problems ' most people solved long ago or at least got tired of hearing people kvetch about	0.36111	2
8888	8889	it 's all very cute , though not terribly funny if you 're more than six years old	0.63889	2
8889	8890	the impact of the armenian genocide is diluted by too much stage business in the modern day	0.29167	2
8890	8891	going to the website may be just as fun ( and scary ) as going to the film	0.375	2
8891	8892	lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel	0.18056	2
8892	8893	leave these flowers unpicked they 're dead on the vine	0.15278	2
8893	8894	admirable , certainly , but not much fun to watch	0.47222	2
8894	8895	for caine lovers only	0.34722	2
8895	8896	a shambles of a movie visually unattractive , unbearably loud and utterly silly its hilarity is completely unintentional	0.38889	2
8896	8897	de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork	0.13889	2
8897	8898	but like bruce springsteen 's gone to pot asbury park , new jersey , this sad sack waste of a movie is a city of ruins	0.097222	2
8898	8899	no , it 's not nearly as good as any of its influences	0.30556	2
8899	8900	a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided	0.40278	2
8900	8901	the rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense de palma creates	0.51389	2
8901	8902	human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal	0.33333	2
8902	8903	city by the sea is the cinematic equivalent of defensive driving it 's careful , conscientious and makes no major mistakes	0.69444	2
8903	8904	but what saves lives on the freeway does not necessarily make for persuasive viewing	0.33333	2
8904	8905	the marquis de sade could n't have been as dull a person as this film makes him out to be	0.47222	2
8905	8906	what could have been a neat little story about believing in yourself is swamped by heavy handed melodrama	0.30556	2
8906	8907	the cast is uniformly excellent but the film itself is merely mildly charming	0.52778	2
8907	8908	drives for the same kind of bittersweet , conciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality	0.40278	2
8908	8909	a bigger holiday downer than your end of year 401 ( k ) statement	0.27778	2
8909	8910	the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit	0.20833	2
8910	8911	fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters	0.22222	2
8911	8912	and forget about any attempt at a plot !	0.31944	2
8912	8913	it will probably prove interesting to ram dass fans , but to others it may feel like a parody of the mellow , peace and love side of the '60s counterculture	0.43056	2
8913	8914	take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are john leguizamo 's cool jackets	0.45833	2
8914	8915	it 's so full of wrong choices that all you can do is shake your head in disbelief and worry about what classic oliver parker intends to mangle next time	0.16667	2
8915	8916	showtime is closer to slowtime	0.20833	2
8916	8917	it may be an easy swipe to take , but this barbershop just does n't make the cut	0.33333	2
8917	8918	the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat	0.19444	2
8918	8919	` how many more voyages can this limping but dearly loved franchise survive ? '	0.55556	2
8919	8920	despite a blue chip cast and a provocative title , writer director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux contemporary gravy	0.22222	2
8920	8921	fans of the tv series will be disappointed , and everyone else will be slightly bored	0.48611	2
8921	8922	the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll	0.18056	2
8922	8923	barely goes beyond comic book status	0.22222	2
8923	8924	it 's disappointing when filmmakers throw a few big name actors and cameos at a hokey script	0.23611	2
8924	8925	i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations	0.13889	2
8925	8926	it 's as flat as an open can of pop left sitting in the sun	0.22222	2
8926	8927	an eccentric little comic thriller deeply in love with its own quirky personality	0.76389	2
8927	8928	afraid to pitch into farce , yet only half hearted in its spy mechanics , all the queen 's men is finally just one long drag	0.125	2
8928	8929	maybe it 's the star power of the cast or the redundant messages , but something aboul `` full frontal '' seems , well , contrived	0.29167	2
8929	8930	( morgan ) , judd and franklin ca n't save the script , rooted in a novel by joseph finder , from some opportunism	0.44444	2
8930	8931	passably entertaining but also mechanical and joyless	0.5	2
8931	8932	safe conduct , however ambitious and well intentioned , fails to hit the entertainment bull 's eye	0.26389	2
8932	8933	my response to the film is best described as lukewarm	0.23611	2
8933	8934	maybe i found the proceedings a little bit too conventional	0.36111	2
8934	8935	too timid to bring a sense of closure to an ugly chapter of the twentieth century	0.23611	2
8935	8936	it 's push the limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed	0.29167	2
8936	8937	it 's too long , too repetitive , and takes way too many years to resolve to be a total winner	0.43056	2
8937	8938	a sudsy cautionary tale	0.47222	2
8938	8939	a movie that tries to fuse the two ` woods ' but winds up a bolly holly masala mess	0.33333	2
8939	8940	mr wedge and mr saldanha handle the mix of verbal jokes and slapstick well	0.76389	2
8940	8941	their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid	0.34722	2
8941	8942	leaves you with a knot in your stomach , its power is undercut by its own head banging obviousness	0.22222	2
8942	8943	watching it is rather like an overlong visit from a large group of your relatives	0.19444	2
8943	8944	as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart	0.20833	2
8944	8945	unfortunately , as a writer , mr montias is n't nearly as good to his crew as he is as a director or actor	0.30556	2
8945	8946	on the right track to something that 's creepy and effective it 's just going to take more than a man in a bullwinkle costume to get there	0.27778	2
8946	8947	the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team	0.26389	2
8947	8948	one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating	0.30556	2
8948	8949	this movie has a glossy coat of action movie excess while remaining heartless at its core	0.26389	2
8949	8950	murder by numbers is like a couple of mediocre tv movie of the week films clumsily stuck together	0.19444	2
8950	8951	the film is surprisingly well directed by brett ratner , who keeps things moving well at least until the problematic third act	0.69444	2
8951	8952	warmed over tarantino by way of wannabe elmore leonard	0.36111	2
8952	8953	( sen 's ) soap opera ish approach undermines his good intentions	0.33333	2
8953	8954	showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome	0.125	2
8954	8955	sushi for the connoisseurs of the macabre	0.25	2
8955	8956	do n't waste your money	0.125	2
8956	8957	though certainly original in form , altar boys requires a taste for swamp thing type animation , doubled with a deafening score	0.43056	2
8957	8958	there are n't many laughs in this interesting study of the cultural mores of georgian jews in tel aviv	0.54167	2
8958	8959	there 's not enough to sustain the comedy	0.29167	2
8959	8960	like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn 's breasts , which constantly threaten to upstage the woman sporting them	0.375	2
8960	8961	we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict	0.41667	2
8961	8962	you 're better off staying home and watching the x files	0.15278	2
8962	8963	chaotic , self indulgent and remarkably ugly to look at , it 's like a series of pretentiously awful student films strung together into one feature length horror	0.26389	2
8963	8964	bears resemblance to , and shares the weaknesses of , too many recent action fantasy extravaganzas in which special effects overpower cogent story telling and visual clarity during the big action sequences	0.58333	2
8964	8965	this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another	0.26389	2
8965	8966	friday after next has the same problem that next friday did it 's called where 's chris tucker when you need him ?	0.31944	2
8966	8967	this film is full of rabbits	0.54167	2
8967	8968	brimful	0.54167	2
8968	8969	but like most rabbits , it seems to lack substance	0.27778	2
8969	8970	i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women	0.31944	2
8970	8971	i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo ha	0.23611	2
8971	8972	no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story	0.30556	2
8972	8973	a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to	0.19444	2
8973	8974	could the country bears really be as bad as its trailers ?	0.13889	2
8974	8975	in a word yes	0.5	2
8975	8976	if high crimes were any more generic it would have a universal product code instead of a title	0.097222	2
8976	8977	reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film	0.20833	2
8977	8978	the movie makes absolutely no sense	0.18056	2
8978	8979	its underlying mythology is a hodgepodge of inconsistencies that pose the question since when did dumb entertainment have to be this dumb ?	0.069444	2
8979	8980	the problem with this film is that it 's forced to make its characters idiots in order to advance the plot	0.23611	2
8980	8981	had anyone here done anything remotely intelligent , we all could have stopped watching long ago	0.13889	2
8981	8982	despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style	0.23611	2
8982	8983	murder and mayhem of this sort quickly becomes monotonous	0.25	2
8983	8984	the journey toward redemption feels more like a cinematic experiment than a full blown movie	0.47222	2
8984	8985	that zhang would make such a strainingly cute film with a blind orphan at its center , no less indicates where his ambitions have wandered	0.63889	2
8985	8986	the gantzes ' interviews tend to let the guys off the hook	0.40278	2
8986	8987	the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them	0.26389	2
8987	8988	this is a good movie in spurts , but when it does n't work , it 's at important times	0.52778	2
8988	8989	parker probably thinks he 's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half hearted messing about just makes us miss wilde 's still contemporary play	0.44444	2
8989	8990	flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising	0.20833	2
8990	8991	a tv episode inflated past its natural length	0.26389	2
8991	8992	involving at times , but lapses quite casually into the absurd	0.30556	2
8992	8993	all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility	0.15278	2
8993	8994	there are weird resonances between actor and role here , and they 're not exactly flattering	0.27778	2
8994	8995	the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession	0.083333	2
8995	8996	the story is moldy and obvious	0.125	2
8996	8997	it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff	0.18056	2
8997	8998	suffocated at conception by its munchausen by proxy mum	0.125	2
8998	8999	punish the vehicle to adore the star	0.375	2
8999	9000	even if britney spears is really cute , her movie is really bad	0.27778	2
9000	9001	big fat liar is just futile silliness looking to tap into the kiddie sensibilities	0.23611	2
9001	9002	usually when i get this much syrup , i like pancakes to go with it	0.38889	2
9002	9003	all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure	0.25	2
9003	9004	glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism	0.26389	2
9004	9005	gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up	0.19444	2
9005	9006	an overblown clunker full of bad jokes , howling cliches and by the numbers action sequences	0.055556	2
9006	9007	without a strong script and energetic acting , dogma films can produce the same sleep inducing effects as watching your neighbor 's home videos	0.125	2
9007	9008	a mild , reluctant , thumbs down	0.45833	2
9008	9009	strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b film thuggery	0.27778	2
9009	9010	schindler 's list it ai n't	0.38889	2
9010	9011	a cinematic sleeping pill of impressive potency	0.47222	2
9011	9012	it 's an awfully derivative story	0.19444	2
9012	9013	the movie barely makes sense , with its unbelievable naivete and arbitrary flashbacks	0.11111	1
9013	9014	it 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable	0.45833	2
9014	9015	about as cutting edge as pet rock the movie	0.16667	2
9015	9016	with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525	0.20833	2
9016	9017	not sweet enough to liven up its predictable story and will leave even fans of hip hop sorely disappointed	0.30556	2
9017	9018	winds up feeling like lots of other quirky movies that try to score hipness points with young adults	0.33333	2
9018	9019	oft described as the antidote to american pie type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough	0.33333	2
9019	9020	the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie 's final scenes	0.41667	2
9020	9021	the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung fu sci fi movie with silly action sequences	0.31944	2
9021	9022	with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious	0.25	2
9022	9023	it 's painful	0.097222	2
9023	9024	pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back	0.54167	1
9024	9025	an uneven film dealing with too many problems to be taken seriously	0.23611	2
9025	9026	sheridan smoothes over sources of conflict that could have lent the film a bit more depth	0.40278	2
9026	9027	an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding	0.16667	2
9027	9028	half of it is composed of snappy patter and pseudo sophisticated cultural observations , while the remainder would be more at home on a daytime television serial	0.33333	2
9028	9029	writer director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and kate 's jealous female friends become downright despicable	0.38889	2
9029	9030	( newton ) wanders through charlie completely unaware she needs to show some presence and star quality	0.23611	2
9030	9031	unfortunately , the picture failed to capture me	0.069444	2
9031	9032	i found it slow , drab , and bordering on melodramatic	0.055556	2
9032	9033	a lousy movie that 's not merely unwatchable , but also unlistenable	0.0	2
9033	9034	the best way to hope for any chance of enjoying this film is by lowering your expectations	0.31944	2
9034	9035	then lower them a bit more	0.38889	2
9035	9036	when not obscured by the booming bass heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray 's game of chinese whispers with mr bean	0.43056	2
9036	9037	cliches are as thick as the cigarette smoke	0.23611	2
9037	9038	a woozy , roisterous , exhausting mess , and the off beat casting of its two leads turns out to be as ill starred as you might expect	0.36111	2
9038	9039	` abandon all hope , ye who enter here ' you should definitely let dante 's gloomy words be your guide	0.20833	2
9039	9040	what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche drenched melodrama by mid film and , by film 's end , a feminist action fantasy	0.51389	2
9040	9041	a grim , flat and boring werewolf movie that refuses to develop an energy level	0.20833	2
9041	9042	birot 's directorial debut ( she co wrote the script with christophe honore ) is n't so much bad as it is bland	0.27778	2
9042	9043	watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it	0.13889	2
9043	9044	enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long suffering eyeballs	0.22222	2
9044	9045	succeeds in providing a disquiet world the long dreaded completion of the police academy series	0.63889	2
9045	9046	christians sensitive to a reductionist view of their lord as a luv spreading dr feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic	0.79167	2
9046	9047	if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive ins	0.20833	2
9047	9048	a frantic search for laughs , with a hit to miss ratio that does n't exactly favour the audience	0.27778	2
9048	9049	like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest	0.5	2
9049	9050	`` an entire film about researchers quietly reading dusty old letters ''	0.16667	2
9050	9051	pryor lite , with half the demons , half the daring , much less talent , many fewer laughs	0.36111	2
9051	9052	what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class	0.19444	2
9052	9053	the stories here suffer from the chosen format	0.34722	2
9053	9054	while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun	0.38889	2
9054	9055	just how extreme are these ops ?	0.5	2
9055	9056	i regret to report that these ops are just not extreme enough	0.36111	2
9056	9057	the actors are forced to grapple with hazy motivations that never come into focus	0.33333	2
9057	9058	john leguizamo may be a dramatic actor just not in this movie	0.18056	2
9058	9059	the sequel has turned completely and irrevocably bizarre to the point of utter nonsense	0.16667	2
9059	9060	hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world	0.43056	2
9060	9061	build some robots , haul 'em to the theatre with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst and only killer website movie of this or any other year	0.13889	1
9061	9062	rainy days and movies about the disintegration of families always get me down	0.375	2
9062	9063	has about 3 4th the fun of its spry 2001 predecessor but it 's a rushed , slapdash , sequel for the sake of a sequel with less than half the plot and ingenuity	0.16667	1
9063	9064	the master of disaster it 's a piece of dreck disguised as comedy	0.097222	2
9064	9065	the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman ( who never gets to play that flute ) has all the charm of a meltdown	0.29167	2
9065	9066	the stupidest , most insulting movie of 2002 's first quarter	0.0	2
9066	9067	it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future	0.26389	2
9067	9068	a film so tedious that it is impossible to care whether that boast is true or not	0.19444	2
9068	9069	none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full throated humor	0.22222	2
9069	9070	bad company leaves a bad taste , not only because of its bad luck timing , but also the staleness of its script	0.18056	2
9070	9071	even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat	0.47222	2
9071	9072	fails to bring as much to the table	0.25	2
9072	9073	a film made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick	0.38889	2
9073	9074	disturbingly superficial in its approach to the material	0.19444	2
9074	9075	if you 're not the target demographic this movie is one long chick flick slog	0.34722	2
9075	9076	i hate this movie	0.30556	2
9076	9077	it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn stale cliches , gratuitous violence , or empty machismo	0.29167	1
9077	9078	gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable	0.30556	1
9078	9079	at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability all you have left is a no surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it	0.25	1
9079	9080	pitiful , slapdash disaster	0.055556	1
9080	9081	a doa dud from frame one	0.15278	1
9081	9082	jaw droppingly superficial , straining to get by on humor that is not even as daring as john ritter 's glory days on three 's company	0.23611	1
9082	9083	there are plenty of scenes in frida that do work , but rarely do they involve the title character herself	0.70833	1
9083	9084	although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film	0.34722	1
9084	9085	the dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film	0.40278	1
9085	9086	first timer john mckay is never able to pull it back on course	0.30556	1
9086	9087	distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register	0.16667	1
9087	9088	godard uses his characters if that 's not too glorified a term as art things , mouthpieces , visual motifs , blanks	0.34722	1
9088	9089	the movie generates plot points with a degree of randomness usually achieved only by lottery drawing	0.25	1
9089	9090	a predictable , manipulative stinker	0.097222	1
9090	9091	the story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge	0.30556	1
9091	9092	eastwood winces , clutches his chest and gasps for breath	0.48611	1
9092	9093	it 's a spectacular performance ahem , we hope it 's only acting	0.69444	1
9093	9094	the movie suffers from two fatal ailments a dearth of vitality and a story that 's shapeless and uninflected	0.125	1
9094	9095	it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating	0.23611	1
9095	9096	an ambitiously naturalistic , albeit half baked , drama about an abused , inner city autistic teen	0.63889	1
9096	9097	once she lets her love depraved leads meet , ( denis ' ) story becomes a hopeless , unsatisfying muddle	0.18056	1
9097	9098	the dose is strong and funny , for the first 15 minutes anyway after that , the potency wanes dramatically	0.43056	1
9098	9099	the people in abc africa are treated as docile , mostly wordless ethnographic extras	0.48611	1
9099	9100	what 's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best	0.23611	1
9100	9101	no doubt the star and everyone else involved had their hearts in the right place	0.625	1
9101	9102	where their heads were is anyone 's guess	0.22222	1
9102	9103	call me a cynic , but there 's something awfully deadly about any movie with a life affirming message	0.31944	1
9103	9104	a gratingly unfunny groaner littered with zero dimensional , unlikable characters and hackneyed , threadbare comic setups	0.041667	1
9104	9105	got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1 2 hour , dissipated length	0.69444	1
9105	9106	a painfully slow cliche ridden film filled with more holes than clyde barrow 's car	0.33333	1
9106	9107	like leafing through an album of photos accompanied by the sketchiest of captions	0.375	1
9107	9108	i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen	0.15278	1
9108	9109	gaghan captures the half lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over the top coda especially disappointing	0.16667	1
9109	9110	feels less like a change in ( herzog 's ) personal policy than a half hearted fluke	0.36111	1
9110	9111	one of the most unpleasant things the studio has ever produced	0.055556	1
9111	9112	will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video ?	0.22222	1
9112	9113	a selection of scenes in search of a movie	0.30556	1
9113	9114	( janey ) forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies	0.23611	1
9114	9115	will undoubtedly play well in european markets , where mr besson is a brand name , and in asia , where ms shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic	0.38889	1
9115	9116	true to its animatronic roots as stiff , ponderous and charmless as a mechanical apparatus ` the country bears ' should never have been brought out of hibernation	0.13889	1
9116	9117	( evans is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie	0.25	1
9117	9118	the script 's judgment and sense of weight is way , way off	0.16667	1
9118	9119	you come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story	0.51389	1
9119	9120	evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention	0.16667	1
9120	9121	a derivative collection of horror and sci fi cliches	0.083333	1
9121	9122	loosely speaking , we 're in all of me territory again , and , strictly speaking , schneider is no steve martin	0.16667	1
9122	9123	as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four	0.11111	1
9123	9124	limps along on a squirm inducing fish out of water formula that goes nowhere and goes there very , very slowly	0.27778	1
9124	9125	just the sort of lazy tearjerker that gives movies about ordinary folk a bad name	0.30556	1
9125	9126	the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine	0.33333	1
9126	9127	while the importance of being earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond wilde 's wit and the actors ' performances	0.38889	1
9127	9128	has all the scenic appeal of a cesspool	0.027778	1
9128	9129	a rambling ensemble piece with loosely connected characters and plots that never quite gel	0.22222	1
9129	9130	a lifetime movie about men	0.43056	1
9130	9131	the balkans provide the obstacle course for the love of a good woman	0.55556	1
9131	9132	it 's hard to say who might enjoy this , are there tolstoy groupies out there ?	0.26389	1
9132	9133	it 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death	0.51389	1
9133	9134	this is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable	0.22222	1
9134	9135	the screenplay flounders under the weight of too many story lines	0.29167	1
9135	9136	i think it was plato who said , ' i think , therefore i know better than to rush to the theatre for this one '	0.26389	1
9136	9137	if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about	0.23611	1
9137	9138	this is rote drivel aimed at mom and dad 's wallet	0.36111	1
9138	9139	contrived , maudlin and cliche ridden if this sappy script was the best the contest received , those rejected must have been astronomically bad	0.13889	1
9139	9140	i hate the feeling of having been slimed in the name of high art	0.11111	1
9140	9141	this is more a case of ` sacre bleu ! '	0.41667	1
9141	9142	than ` magnifique '	0.5	1
9142	9143	the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else their parents , wise folks that they are , read books	0.27778	1
9143	9144	whether jason x is this bad on purpose is never clear	0.16667	1
9144	9145	but one thing 's for sure it never comes close to being either funny or scary	0.097222	1
9145	9146	yet another weepy southern bore athon	0.44444	1
9146	9147	i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort	0.68056	1
9147	9148	perhaps the most annoying thing about who is cletis tout ?	0.54167	1
9148	9149	is that it 's a crime movie made by someone who obviously knows nothing about crime	0.11111	1
9149	9150	except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made	0.52778	1
9150	9151	this insufferable movie is meant to make you think about existential suffering	0.20833	1
9151	9152	instead , it 'll only put you to sleep	0.18056	1
9152	9153	who is this movie for ?	0.5	1
9153	9154	not kids , who do n't need the lesson in repugnance	0.5	1
9154	9155	it 's also not smart or barbed enough for older viewers not everyone thinks poo poo jokes are ` edgy '	0.19444	1
9155	9156	a sleep inducingly slow paced crime drama with clumsy dialogue , heavy handed phoney feeling sentiment , and an overly familiar set of plot devices	0.11111	1
